amount,sender_balance_before,transaction_type,device_type,region,is_fraud,hour_sin,hour_cos,day_sin,day_cos,month_2026_sin,month_2026_cos,drain_rate,account_emptied
2171.15,15335.86,peer,smartphone,Nakuru,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,14.15734102945645,0
1405.37,23313.6,paybill,feature,Nakuru,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,6.028112346441562,0
99.27,19313.41,paybill,smartphone,Eldoret,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0.5139951981550642,0
798.82,32831.39,till,smartphone,Nakuru,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,2.4330983244998157,0
4552.97,46675.03,paybill,feature,Mombasa,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,9.754616119154075,0
724.8,78020.75,peer,feature,Mombasa,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.9289836357635629,0
5848.48,1623.53,till,smartphone,Kisumu,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,360.2323332491546,1
554.14,43431.41,peer,smartphone,Kisumu,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,1.2758968681882537,0
400.76,56467.29,till,feature,Kisumu,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.7097206187865577,0
546.65,66661.25,paybill,feature,Nakuru,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0.8200416283823061,0
2270.28,47823.34,paybill,smartphone,Nakuru,0,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,4.747221754064021,0
1931.38,65072.49,till,feature,Kisumu,0,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,2.9680437923921463,0
916.14,29833.22,paybill,feature,Mombasa,0,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,3.070872001077993,0
6909.44,28503.97,till,feature,Nairobi,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,24.240272495375205,0
437.04,27396.53,paybill,smartphone,Eldoret,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,1.5952385210827795,0
2016.71,73390.61,paybill,feature,Mombasa,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,2.74791284607118,0
43.68,41863.1,paybill,smartphone,Nairobi,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.1043400990370995,0
2738.6,68832.47,peer,feature,Mombasa,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,3.9786455433024557,0
93.64,70111.54,peer,feature,Nakuru,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.1335586124623707,0
1920.44,15439.57,till,smartphone,Kisumu,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,12.438429308588258,0
1363.38,27222.97,peer,smartphone,Mombasa,0,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,5.008197121768859,0
479.85,15347.32,peer,smartphone,Mombasa,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,3.126604514664449,0
1919.19,78400.37,till,feature,Kisumu,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,2.4479348758175505,0
2947.93,3195.88,till,smartphone,Eldoret,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,92.24157352591462,0
225.44,28362.81,paybill,feature,Nairobi,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0.7948436702851374,0
1662.02,63067.57,till,smartphone,Nakuru,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,2.635300519744141,0
1920.37,41865.86,peer,feature,Eldoret,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,4.58695939842153,0
5.78,4205.59,till,feature,Nakuru,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.1374361266790153,0
766.05,11193.71,paybill,smartphone,Nakuru,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,6.843575543765204,0
2596.88,994.87,till,feature,Nairobi,1,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,261.0270688632686,1
1212.54,53852.39,paybill,feature,Kisumu,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,2.2515992326431564,0
1454.83,50593.4,till,feature,Nakuru,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,2.8755331723110125,0
1895.44,70274.74,paybill,feature,Eldoret,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,2.697185361340362,0
3296.62,5696.81,peer,smartphone,Nairobi,0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,57.86782427358469,0
1247.81,10974.34,peer,smartphone,Nakuru,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,11.370250967256345,0
1691.45,51740.82,peer,smartphone,Nakuru,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,3.269082322236099,0
1369.09,4204.41,paybill,feature,Kisumu,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,32.56318960329749,0
1216.18,42089.22,till,smartphone,Nairobi,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,2.889528482590079,0
1199.98,59260.79,peer,smartphone,Nairobi,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,2.0249139439416854,0
2008.55,5338.16,peer,feature,Eldoret,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,37.6262607340357,0
3381.74,73322.96,paybill,feature,Nakuru,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,4.612116041141819,0
732.7,33111.65,till,feature,Mombasa,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,2.212816335036158,0
413.18,56946.59,paybill,feature,Eldoret,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0.725557052669879,0
4352.82,2860.81,paybill,feature,Eldoret,1,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,152.15341109685718,1
12957.92,19417.12,till,feature,Nairobi,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,66.73451057623376,0
1138.89,55081.68,peer,smartphone,Nairobi,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,2.067638459829112,0
587.61,35332.09,paybill,smartphone,Eldoret,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,1.6631056923040783,0
586.19,20609.15,peer,smartphone,Eldoret,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,2.8443191495039826,0
681.23,67104.37,peer,feature,Eldoret,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,1.0151797863537055,0
418.06,16167.79,peer,smartphone,Nakuru,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,2.5857584741019024,0
148.98,21563.29,till,feature,Kisumu,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.6908964262874542,0
1131.05,57120.8,paybill,feature,Kisumu,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,1.9801018193022504,0
808.06,79761.15,till,smartphone,Kisumu,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,1.0130997358989935,0
341.97,67025.7,till,smartphone,Kisumu,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0.5102072787005583,0
634.02,77146.89,till,smartphone,Nairobi,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0.8218348140799973,0
4092.4,52161.44,till,feature,Nairobi,0,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,7.845642298218761,0
1424.79,10921.29,till,smartphone,Kisumu,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,13.045986325791183,0
177.21,15016.46,paybill,feature,Eldoret,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,1.1801050314121972,0
1743.35,34675.75,paybill,smartphone,Mombasa,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,5.027576908934918,0
2543.3,27265.49,paybill,feature,Nairobi,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,9.327908649358585,0
1302.23,51007.27,peer,feature,Nairobi,0,0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387,2.553028225192213,0
1324.86,28174.48,paybill,smartphone,Kisumu,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,4.7023405578381565,0
581.4,30666.39,paybill,smartphone,Kisumu,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,1.8958866694123437,0
937.21,18412.98,peer,feature,Nakuru,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,5.089941986576861,0
766.82,72662.65,peer,smartphone,Mombasa,0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,1.0553152135244175,0
92.96,66630.84,paybill,feature,Nairobi,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0.13951497534775187,0
785.75,11564.11,peer,feature,Nairobi,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,6.794729555495407,0
2375.45,62237.83,till,feature,Kisumu,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,3.816730114144403,0
3255.31,6073.15,paybill,feature,Nakuru,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,53.60167293743774,0
2584.72,75976.94,paybill,feature,Mombasa,0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,3.4019796006525134,0
2040.97,9005.29,till,feature,Kisumu,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,22.66412297660597,0
479.22,75925.04,paybill,smartphone,Kisumu,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.6311751696146621,0
1435.27,5902.05,peer,feature,Nakuru,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,24.318160639099972,0
140.33,68224.66,peer,feature,Nakuru,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0.20568808990766682,0
1887.88,5976.61,peer,feature,Mombasa,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,31.587806465538158,0
272.92,66248.57,till,smartphone,Mombasa,0,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.4119636091767716,0
1005.41,71167.09,till,smartphone,Eldoret,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,1.412745694674322,0
30.62,63400.42,till,smartphone,Nairobi,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.048296210025107096,0
1063.83,67338.23,till,feature,Nakuru,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1.5798306548895031,0
279.0,58953.26,peer,feature,Mombasa,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.4732562711544705,0
1966.83,45803.95,paybill,smartphone,Nakuru,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,4.294018310647881,0
21.46,10559.81,till,smartphone,Nakuru,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0.20322335345048823,0
449.88,25029.99,till,smartphone,Nairobi,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,1.7973638822868085,0
3585.1,28929.79,paybill,smartphone,Eldoret,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,12.392416260194077,0
2630.12,64592.68,paybill,feature,Mombasa,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,4.071854581664672,0
365.51,7683.79,peer,smartphone,Mombasa,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,4.756897312394013,0
2882.15,28467.15,paybill,smartphone,Nakuru,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,10.124476809234503,0
362.75,76602.03,peer,smartphone,Kisumu,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0.4735514189375921,0
3196.28,59094.31,till,smartphone,Mombasa,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,5.408777934796092,0
1061.9,45855.12,peer,feature,Eldoret,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,2.3157719356093716,0
4141.67,65651.16,paybill,smartphone,Nakuru,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,6.308601401711714,0
219.37,19663.55,paybill,feature,Kisumu,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,1.1156174749727288,0
1668.11,7422.01,till,smartphone,Nakuru,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,22.475178556752144,0
1975.38,19356.47,peer,smartphone,Nairobi,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,10.20526986583814,0
939.69,58902.02,till,feature,Nakuru,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,1.5953442683289982,0
254.81,51379.57,peer,smartphone,Nairobi,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0.4959364198649385,0
60.26,60781.92,till,smartphone,Nairobi,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0.09914132360412439,0
5848.12,37468.21,peer,smartphone,Nakuru,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,15.608218273571115,0
427.74,69516.12,till,feature,Kisumu,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0.6153105207828055,0
88.78,44260.83,till,smartphone,Nakuru,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0.20058367635672447,0
3910.5,77438.84,peer,smartphone,Mombasa,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,5.049791551629648,0
377.32,33842.78,paybill,feature,Nairobi,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,1.114920228184564,0
878.98,33739.32,paybill,smartphone,Nakuru,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,2.6052095892863285,0
2526.28,29601.22,till,smartphone,Nakuru,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,8.534377974961844,0
674.39,24437.86,till,smartphone,Nairobi,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,2.7596115208123786,0
731.34,22697.81,peer,smartphone,Eldoret,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,3.222072966510866,0
1248.5,17250.22,till,feature,Eldoret,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,7.237588853939253,0
577.3,77170.7,peer,smartphone,Eldoret,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,0.7480818497175741,0
131.68,50924.22,till,feature,Nairobi,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.2585802983334845,0
1446.29,50427.05,till,smartphone,Nakuru,0,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,2.868083697142704,0
2621.24,34097.45,paybill,smartphone,Nakuru,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,7.687495692493133,0
961.87,38599.94,paybill,smartphone,Kisumu,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,2.4918950651218625,0
881.17,45936.3,paybill,smartphone,Eldoret,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1.9182433064918156,0
391.43,32020.78,till,feature,Nairobi,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,1.2224249378060124,0
956.12,12736.97,paybill,feature,Nakuru,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,7.506651896016085,0
754.33,22884.22,till,feature,Eldoret,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,3.296288883781051,0
1524.35,21070.91,peer,feature,Nairobi,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,7.234381429183647,0
2454.48,22925.24,paybill,smartphone,Nairobi,0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,10.706452800494128,0
302.79,11080.42,till,feature,Nakuru,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,2.7326581483373373,0
1131.61,39207.07,paybill,feature,Eldoret,0,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,2.886239650144731,0
397.31,45680.87,paybill,feature,Mombasa,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0.8697513860834961,0
553.77,25588.51,till,smartphone,Mombasa,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,2.1641353873281406,0
383.28,77785.16,paybill,smartphone,Nairobi,0,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.4927418031922798,0
518.72,45063.55,paybill,feature,Kisumu,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,1.1510855225564787,0
2450.56,30795.0,paybill,smartphone,Mombasa,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,7.957655463549278,0
1507.61,25483.33,till,smartphone,Kisumu,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,5.9160635599821525,0
480.63,47488.37,till,feature,Nairobi,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,1.0121004363805284,0
6162.18,2434.66,till,smartphone,Nakuru,1,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,253.10228122201872,1
2631.96,78260.5,peer,smartphone,Nakuru,0,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,3.3630758811916612,0
380.46,16863.03,peer,feature,Eldoret,0,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,2.256178160152713,0
4513.01,1308.65,paybill,feature,Kisumu,1,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,344.85997019829597,1
2376.25,26810.31,paybill,feature,Mombasa,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,8.86319479334629,0
2139.87,17142.21,paybill,smartphone,Nakuru,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,12.48304623499537,0
3360.1,33025.52,till,smartphone,Kisumu,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,10.174253123039396,0
1188.01,35801.18,till,smartphone,Mombasa,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,3.318354311226613,0
109.7,71757.23,peer,feature,Mombasa,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0.15287658121697284,0
665.19,4755.7,paybill,smartphone,Mombasa,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,13.987215341590092,0
52.3,65323.16,till,smartphone,Mombasa,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.0800634874369213,0
2012.48,68877.35,paybill,smartphone,Eldoret,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,2.921831342233695,0
2184.24,25575.41,paybill,feature,Kisumu,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,8.540390945834298,0
179.4,75339.28,peer,smartphone,Kisumu,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0.23812279597044197,0
1401.42,62586.8,paybill,smartphone,Eldoret,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,2.239162251465165,0
29.11,452.17,till,feature,Eldoret,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,6.437844173651502,0
296.23,29165.2,peer,smartphone,Nairobi,0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,1.0156967893242632,0
88.01,71010.02,peer,smartphone,Nakuru,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.12394025519215457,0
3526.51,67218.39,paybill,feature,Mombasa,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,5.246347019022622,0
1007.81,683.57,till,smartphone,Nairobi,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,147.43332796933743,1
1241.42,8167.5,paybill,smartphone,Nairobi,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,15.19951025405571,0
3497.87,2819.08,paybill,smartphone,Nairobi,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,124.07842274784682,1
4784.97,59771.77,paybill,feature,Kisumu,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,8.005401211976826,0
1356.7,76938.69,paybill,smartphone,Eldoret,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,1.7633520924258004,0
2000.64,38544.47,peer,feature,Nairobi,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,5.190472200032845,0
914.18,13467.05,paybill,feature,Eldoret,0,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,6.7882721160165,0
1927.56,76149.56,till,feature,Eldoret,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,2.531281861641748,0
